*T*-78	-NONE-	0.0007751937984496124	0.0014970059880239522	1.0	0.0004333694474539545
records	NNS	0.001670843776106934	0.002413515687851971	1.0	0.0006499133448873484
Broken	NNP	0.0004997501249375312	0.0009770395701025891	1.0	0.0004333694474539545
entire	JJ	0.0008084074373484236	0.001558846453624318	1.0	0.0004333694474539545
stages	NNS	0.000835421888053467	0.0016090104585679806	1.0	0.0004333694474539545
exempt	JJ	0.0008084074373484236	0.001558846453624318	1.0	0.0004333694474539545
prompted	VBD	0.0029717682020802376	0.004172461752433936	0.6666666666666666	0.000649772579597141
maintaining	VBG	0.007168458781362007	0.009230769230769232	1.0	0.0006499133448873484
who	WP	0.75	0.4215686274509804	1.0	0.009235395189003437
magicians	NNS	0.000835421888053467	0.0016090104585679806	1.0	0.0004333694474539545
disembodied	JJ	0.0008084074373484236	0.001558846453624318	1.0	0.0004333694474539545
links	NNS	0.000835421888053467	0.0016090104585679806	1.0	0.0004333694474539545
will	MD	0.41843971631205673	0.32085561497326204	1.0	0.012839717526214423
interview	NN	0.0003946329913180742	0.0007751937984496124	1.0	0.0004333694474539545
Only	RB	0.0035460992907801418	0.004918032786885246	1.0	0.0006499133448873484
lunch	NN	0.0003946329913180742	0.0007751937984496124	1.0	0.0004333694474539545
stage	NN	0.0003946329913180742	0.0007751937984496124	1.0	0.0004333694474539545
70	CD	0.001834862385321101	0.00338409475465313	1.0	0.0004333694474539545	
dust	NN	0.0003946329913180742	0.0007751937984496124	1.0	0.0004333694474539545
tempts	VBZ	0.002183406113537118	0.003968253968253968	1.0	0.0004333694474539545
managed	VBN	0.004901960784313725	0.006607929515418502	1.0	0.0006499133448873484
1999	CD	0.001834862385321101	0.00338409475465313	1.0	0.0004333694474539545
Yet	RB	0.0017730496453900709	0.003278688524590164	0.5	0.0004332755632582322
concedes	VBZ	0.002183406113537118	0.003968253968253968	1.0	0.0004333694474539545
cadet	NN	0.0007892659826361484	0.0011627906976744186	1.0	0.0006499133448873484
earliest	JJS	0.024390243902439025	0.022988505747126436	1.0	0.0004333694474539545
curb	VB	0.0022026431718061676	0.004	1.0	0.0004333694474539545
total	NN	0.0011838989739542227	0.0015503875968992248	0.42857142857142855	0.0008656135035706557
shadows	NNS	0.000835421888053467	0.0016090104585679806	1.0	0.0004333694474539545
bled	VBD	0.0014858841010401188	0.0027816411682892906	1.0	0.0004333694474539545
From	IN	0.001004016064257028	0.0014720314033366045	1.0	0.0006499133448873484
regimented	JJ	0.0008084074373484236	0.001558846453624318	1.0	0.0004333694474539545
swing	VB	0.0022026431718061676	0.004	1.0	0.0004333694474539545
by	RB	0.0017730496453900709	0.003278688524590164	0.010101010101010102	0.000424358158285593
outsiders	NNS	0.000835421888053467	0.0016090104585679806	1.0	0.0004333694474539545
manufactured	VBN	0.0024509803921568627	0.004405286343612335	1.0	0.0004333694474539545
stunned	JJ	0.0008084074373484236	0.001558846453624318	1.0	0.0004333694474539545
points	NNS	0.001670843776106934	0.002413515687851971	1.0	0.0006499133448873484
12.5	CD	0.001834862385321101	0.00338409475465313	1.0	0.0004333694474539545
heads	VBZ	0.002183406113537118	0.003968253968253968	1.0	0.0004333694474539545
incredible	JJ	0.0008084074373484236	0.001558846453624318	1.0	0.0004333694474539545
separate	JJ	0.0008084074373484236	0.001558846453624318	1.0	0.0004333694474539545
seasonal	JJ	0.0008084074373484236	0.001558846453624318	1.0	0.0004333694474539545
questionable	JJ	0.0016168148746968471	0.002338269680436477	1.0	0.0006499133448873484
parts	NNS	0.001670843776106934	0.002413515687851971	1.0	0.0006499133448873484
course	NN	0.0007892659826361484	0.0011627906976744186	1.0	0.0006499133448873484
host	NN	0.0003946329913180742	0.0007751937984496124	1.0	0.0004333694474539545
involved	VBN	0.0024509803921568627	0.004405286343612335	1.0	0.0004333694474539545
studied	VBN	0.0024509803921568627	0.004405286343612335	0.5	0.0004332755632582322
